region_id,region,region_alias,province_id,province,city_id,city,barangay_id,barangay,population,province_cleaned,full_match_successful
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,43715,RANG-AY (BARRIO 4),0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,43375,CINCO (BARRIO 5),0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,760,TANGALAN,45306,CALIMBAHAN,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,1698,EMPTY,45193,KUDEN,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,748,BURUANGA,43475,PANILUNGAN,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,753,MADALAG,43450,POBACION,0,AKLAN,0
6,BICOL REGION,REGION V,27,ALBAY,571,LIGAO CITY,14545,TANDARURA,496,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,571,LIGAO CITY,14553,TULA-TULA PEQUE_O,1258,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,573,MALINAO,44755,MANHANIP,0,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,573,MALINAO,45158,BULABUD,0,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,573,MALINAO,43276,TAMBUAN,0,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,573,MALINAO,43505,ROSARIO,0,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,573,MALINAO,44576,SIPAC,0,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14787,SAN JUAN  (BGY. 2),1174,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14788,SANTO DOMINGO  (BGY. 4),707,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14789,SAN PEDRO  (BGY. 5),508,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14790,SAN VICENTE  (BGY. 6.),1238,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14791,SAN RAFAEL  (BGY. 7),651,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14792,DEL ROSARIO  (BGY. 3),709,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14793,SAN FRANCISCO  (BGY. 1),628,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14794,NAGSIYA  (BGY. 8),975,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14801,SANTO NI_O,1743,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14802,MARKET SITE  (BGY. 9),208,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,579,SANTO DOMINGO,14803,PANDAYAN  (BGY. 10),510,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,580,TABACO CITY,14804,AGNAS (SAN MIGUEL ISLAND),1290,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,580,TABACO CITY,14811,BOG_ABONG,2485,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,580,TABACO CITY,14814,SAN ISIDRO (BORING),1183,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,580,TABACO CITY,14824,HACIENDA (SAN MIGUEL ISLAND),5367,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,580,TABACO CITY,14817,CABAG_AN,1929,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,581,TIWI,14854,BELEN (MALABOG),1273,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,580,TABACO CITY,14835,RAWIS (SAN MIGUEL ISLAND),1446,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,580,TABACO CITY,14836,SAGURONG (SAN MIGUEL ISLAND),2893,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,580,TABACO CITY,14850,VISITA (SAN MIGUEL ISLAND),1547,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,575,OAS,14663,SAN VICENTE (SUCA),1046,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,575,OAS,14650,SAN PASCUAL (NALE),743,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,577,POLANGUI,14713,BINAGBANGAN (PINTOR),918,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,576,PIO DURAN,14674,BANAWAN (BINAWAN),3149,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14287,KIMANTONG,1980,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14288,KINAWITAN,405,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14289,KIWALO,1160,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14290,LACAG,2321,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14291,MABINI,581,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14292,MALABOG,4099,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14293,MALOBAGO,492,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14294,MAOPI,1106,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14295,MARKET AREA  (DIST. 1),2538,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14296,MAROROY,5331,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14286,KILICAO,3925,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14297,MATNOG,1680,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14300,NABASAN,506,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14301,NAMANTAO,1538,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14302,PANDAN,1683,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14303,PE_AFRANCIA,2986,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14304,SAGPON,5723,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14305,SALVACION,3344,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14306,SAN RAFAEL,296,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14307,SAN RAMON,1441,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14308,SAN ROQUE,4308,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14309,SAN VICENTE GRANDE,961,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14298,MAYON,1759,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14310,SAN VICENTE PEQUE_O,320,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14285,KIDACO,1205,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14283,ILAWOD AREA  (DIST. 2),1978,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14262,ALCALA,2755,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14263,ALOBO,792,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14264,ANISLAG,9445,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14265,BAGUMBAYAN,3254,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14266,BALINAD,2230,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14267,BA_ADERO,1637,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14268,BA_AG,2719,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14269,BASCARAN,3946,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14270,BIGAO,1015,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14284,INARADO,1694,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14271,BINITAYAN,4257,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14273,BUDIAO,271,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14274,BURGOS,1122,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14275,BUSAY,1684,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14276,CULLAT,1460,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14277,CANAROM,501,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14278,DELA PAZ,773,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14279,DINORONAN,608,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14280,GABAWAN,1983,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14281,GAPO,1982,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14282,IBAUGAN,546,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14272,BONGALON,1123,ALBAY,0
6,BICOL REGION,REGION V,27,ALBAY,566,DARAGA(LOCSIN),14311,SIPI,3454,ALBAY,0
